광물이름,보고서 내용,날짜
페로망간,"현물 공급량 부족에 따른 가격 소폭 상승 
⊳ 다수 공급업체는 장기 계약물량 이행에 집중하고, 현물 재고는 부족한 상태에 있으며 높은 원료 가격 등이 반영되며 가격 소폭 상승",202023
탄산리튬,"수요 감소와 구매 구조 변경에 따른 가격 하락세 지속
⊳ 주요 배터리 제조사에서 탄산리튬 제조사로부터 직접 구매하여 이를 양극재  업체에 공급하는 형태의 구매가 점차 늘어나 수요가 조정되며 가격 하방 압력
⊳ 테슬라, 폭스바겐 등 주요 전기차 제조사의 8월 전기차 가격 인하로 리튬 가격 추가적 하락
   * 8.17일 기준 광저우선물거래소 탄산리튬 ’24.1월물 가격 톤당 194,000위안(26,500달러)으로 하락 
⊳ 중국 배터리 제조사 CATL은 ‘선싱’ 배터리 공개, LFP 배터리 점유율이 늘어날 전망으로 일부 수산화리튬 제조사는 탄산리튬 제조라인으로 변경 검토",202023
코발트,"계절적 수요 비수기, 중국 수요 감소에 따른 가격 하락
⊳ 하계 휴가기간 중 구매 문의가 줄며 가격 하락했으나, 시장참여자들은 중국 비축국 비축물량 공급으로 단기적 가격 하방폭이 크지 않을 것으로 예상
⊳ 중국 내수가는 중국 국가비축에 공급하지 않는 제조사 제품 위주로 가격 하락",202023
희토류,"제한된 수요에도 타이트한 공급량으로 시장가격 유지
⊳ 영구자석 등 주요 수요분야의 수요가 여전히 위축되어 있으나, 타이트한   현물 공급량으로 가격 유지",202023
"동,니켈,아연","광종별 수급차질 우려에 따른 상승세
⊳ 미연준의 추가 금리인상 우려 제기로 불확실성이 심화되고 있으나, 비철금속 시장은 광종별 수급차질 우려에 따라 가격 상승압력이 발생함
  - 전주말 미 잭슨홀 회의결과 미연준 제롬파월 의장은 추가 금리인상 가능성 시사, 향후 달러강세화에 따른 하방요인 작용 우려
  - 8월4주차 미달러인덱스는 103.59로 전주대비 0.35p 상승, 5주연속 완만한 상승세로 상기 상승압력을 부분상쇄
⊳ (동) 칠레 하원은 동 생산부진 지속을 이유로 23일(수) 국영기업 Codelco社에 대한 국정조사를 결정하는 등 공급차질 우려로 가격상승세 시현
  - 칠레의 `22년 동 생산량은 전년대비 10% 감소로 25년내 최저치임. 금년 생산량도 가뭄지속에 따른 용수부족, 품위저하 문제로 부진전망
⊳ (니켈) 인도네시아 정부의 자국내 불법 채굴행위 조사로 인해 국영 PT Antam社의 주요 니켈광산 조업중단 및 에너지광물자원부의 신규 니켈 생산쿼터 발급 중단으로 광산 생산차질 우려
  - LME 니켈 재고량은 8월4주차 기준 36,996톤으로 전주대비 0.3% 감소, 연초대비 32.9% 감소",202023
유연탄,"계절성 수요개선에 따른 상승세
⊳ 8월4주차 국제유가(WTI)는 배럴당 79.83달러로 전주대비 1.8% 하락에도 불구, 연료탄은 계절성 수요확대로 3주연속 가격상승으로 톤당 160달러 상회
  - 연료탄 일일가격은 톤당 150달러 후반~160달러 초반선에서 박스권 횡보 시현",202023
철광석,"중국의 확장적 통화정책 및 견고한 철강수요 전망으로 상승세
⊳ 최근 중국 인민은행의 금리 인하 및 철강수요의 완만한 회복세 전망으로 철광석 가격상승압력 발생
  - 메이저 BHP사는 중국 철강생산이 5년연속 10억톤 규모로 전망, 주택건설 이외의 부문에서 철강재 수요가 견고하다고 분석",202023
우라늄,"파운드(lb)당 58.25달러, 전주대비 2.3% 상승세 (6주연속)
⊳ 세계7위 우라늄 생산국인 니제르에서 7월26일 쿠데타 발생 이후 광산 생산차질 우려에 따라 가격상승세 6주연속 지속
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤(코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.7월말
전년비(%)
8.3주
8.4주
전주비(%)",202023
페로망간,"페로망간에 대한 현물거래량 감소, 현물가격은 유지 
⊳ 다수 공급업체는 주요 제강사의 9월 입찰가격 향방을 주시하며, 현재 오퍼가를 유지해 시장가 변동없음",202023
탄산리튬,"수요 부진과 가격 약세 상황 지속 
⊳ 다수 구매업체들이 재고 확보를 고려하는 시점으로 주요 생산업체들은 추가적인 판매가격 하락을 거부
   * 8.24일 광저우선물거래소 탄산리튬 ’24.1월물 가격 톤당 199,450위안(27,325달러)으로 전주대비 상승 
⊳ 수산화리튬 중국 내수가는 삼원계 양극재 업체의 수요 감소로 하락세 지속, 일부 생산업체는 탄산리튬으로 생산라인 변경 검토 중
⊳ 중국 수산화리튬의 내수 수요가 감소하며 해외 판매를 늘리고자 하나, 7~8월 해외수요도 감소 추세
   * 중국 7월 수산화리튬 수출량은 8,638톤으로 전년대비 11%, 전월대비 12% 감소",202023
코발트,"계절적 수요 비수기, 중국 수요 감소에 따른 가격 하락
⊳ 중국 코발트 금속 가격은 수요업체가 최소량만을 구매하며 수요 부진으로 하락세, 시장참여자들은 단기적 가격 하락을 전망하나 큰 폭은 아닐 것으로 예상
⊳ 유럽 시장의 하계 휴가철이 끝나지 않은 시점으로 현물 거래문의 감소, 주중 가격은 소폭 등락하며 제자리",202023
희토류,"영구자석 분야 제한된 수요에도 타이트한 공급량으로 가격 상승
⊳ 영구자석 등 주요 수요분야의 수요가 여전히 적은 상황이나, 유통업체의 재고 확보 수요와 제한된 공급물량으로 가격 상승",202023
"동,니켈,아연","중국의 경기부양책 및 제조업 지수 개선에 따른 상승세
⊳ 중국의 제조업 경기지표 개선 및 경기부양책 추진에 따라 비철금속 상승압력이 발생하면서 동, 아연 가격은 상승세. 다만, 달러가치 상승은 상기 상승압력 부분 상쇄
  - 중국의 8월 Caixin제조업 PMI는 51로 전월대비 1.8p 상승, 중국 인민은행은 외화 지급준비율을 기존 6%에서 4%로 하향조정함
  - 8월5주차 미달러인덱스는 103.67로 전주대비 0.08p 상승, 6주연속 완만한 상승세로 하방요인으로 작용
⊳ (동) 상기 중국의 경기부양책 추진 및 칠레의 동 광산생산 부진에 따른 수급차질 우려로 가격상승압력 발생
  - 칠레 동 위원회 Cochilco에 따르면, 칠레의 금년 상반기 동 광산생산은 전년동기대비 4% 감소, 3년연속 감소세임
⊳ (니켈) 중국의 전기차 판매량이 계절적 비수기 진입에 따라 둔화세를 나타내면서 이차전지 원료인 니켈, 리튬 등의 가격하방압력이 발생함
  - 중국 자동차협회(CAAM)에 따르면 중국의 7월 신에너지차(NEV) 판매량 780천대, 전월대비 3.2% 감소
  - 다만, 인도네시아 정부의 자국내 불법 채굴행위 조사로 인해 일부 니켈광산 조업중단 및 니켈 생산쿼터 신규 발급 중단으로 광산 생산차질 우려가 제기되면서 상기 하방압력이 부분 상쇄되는 것으로 분석",202023
유연탄,"계절성 수요둔화 우려에 따른 하락세
⊳ 8월5주차 국제유가(WTI)는 배럴당 82.41달러로 전주대비 3.3% 상승에도 불구, 연료탄은 8월말 이후 계절성 수요둔화 우려로 가격하락세 시현
  - 연료탄 일일가격은 톤당 160달러 초반에서 150달러 후반선까지 완만한 하락세 시현",202023
철광석,"중국의 제조업 경기지표 개선 및 재고량 감소로 상승세
⊳ 최근 중국의 Caixin 제조업 경기지표 개선 및 주요 항구 철광석 재고량 감소세로 가격상승압력이 발생함
  - 8월4주차말 기준 중국 주요 항구의 철광석 재고량은 118백만톤으로 전년동기대비 14.7백만톤 감소함",202023
우라늄,"파운드(lb)당 58.93달러, 전주대비 1.2% 상승세 (7주연속)
⊳ 세계7위 우라늄 생산국인 니제르에서 7월26일 쿠데타 발생 이후 광산 생산차질 우려에 따라 가격상승세 7주연속 지속
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤(코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.8월말
전년비(%)
8.4주
8.5주
전주비(%)",202023
페로망간,"페로망간에 대한 현물거래량 감소, 현물가격은 유지 
⊳ 다수 공급업체는 주요 제강사의 9월 입찰가격 향방을 주시하며, 현재 오퍼가를 유지해 시장가 변동없음",202023
탄산리튬,"공급물량 증가, 수요 부진 속 가격 하락 지속 
⊳ 중국의 탄산리튬 및 스포듀민 수입량이 지속 늘어나고 있으나, 전기차향 이차전지 수요는 기대보다 저조한 상황이 지속되며 가격 하락세
   * 중국 1~7월 탄산리튬 수입량 86,111톤으로 전년대비 7% 증가, 상반기 호주로부터 스포듀민 수입량 177만톤으로 전년대비 55% 증가
⊳ 주요 생산업체들은 가격을 인하하며 판매를 추진하나, 수요업체들은 대규모 재고 물량 계약을 미루고 있음 
⊳ 중국 내수 및 해외 삼원계 양극재 생산업체의 수산화리튬 수요도 잠잠하여 가격이 하락했으며, 중국 삼원계 양극재의 9월 해외 수요도 8월 수준으로 유지 전망",202023
코발트,"중국 수요 감소, DR콩고 원료 공급 증가에 따른 가격 하향
⊳ DR콩고 최대 원료 생산업체 CMOC는 금년 상반기 코발트 생산량 증가실적 발표, 일부 생산업체는 가격 하락을 막고자 현물 판매 중단 
   * CMOC社, 상반기 TFM과 KFM의 코발트 생산량 19,418톤(금속 기준)으로 전년대비 86% 상승
⊳ 중국 수요 부진으로 가격 하락 이어지나, 유럽 Alloy 등급 제품은 항공, 초합금 분야 수요로 Chemical 등급 대비 확고한 수요 유지",202023
희토류,"영구자석 분야 제한된 수요에도 타이트한 공급량으로 가격 상승
⊳ 영구자석 분야의 수요가 제한적이나, 낮은 공급물량과 지속적인 현물 수요 유지로 가격 소폭 상승. 일부 시장참여자들은 유통업체·가공 생산업체의 재고 확보   이연으로 가격 하락 전망",202023
동,"미연준 추가 금리인상 우려 및 중국의 동 수입감소세로 하향세
⊳ 미연준 추가 금리인상 우려에 따른 달러강세화로 위험자산 투자가 기피되는 가운데 중국의 동 수입지표 부진 여파로 동 가격 하방압력 발생
  - 9월1주차 미달러인덱스는 104.77로 전주대비 1.1p 상승, 7주연속 상승세를 나타내면서 위험자산 투자기피 심화
  - 중국 해관총서에 따르면 중국의 8월 동 수입량은 473천톤으로 전년동월대비 5% 감소, 9개월 연속 전년동월대비 감소함
⊳ 페루 동 광산 증산 및 LME 거래소의 재고량 증가도 가격하락요인으로 작용
  - 페루의 7월 동 광산생산량은 230천톤으로 전년동월대비 17% 급증함
  - 런던금속거래소(LME)의 9월1주차 동 재고량은 118,640톤으로 전주대비 17.5% 증가, 8주연속 증가세임",202023
니켈,"인도네시아 니켈 광산생산 쿼터 신규발급 차질에 따른 상승세
⊳ 중국의 전기차 판매의 계절적 비수기 진입에도 불구, 세계1위 생산국인 인도네시아의 니켈원광 생산쿼터 발급 중단으로 인해 공급차질 우려에 따른 상승세
  - 인도네시아 정부의 자국내 불법 채굴행위 조사로 고위공무원이 검찰조사를 받는 등 니켈 생산쿼터 발급이 중단되면서 니켈 제련소들이 원광조달에 차질을 겪으며 공급차질 우려 심화",202023
유연탄,"유가상승에 따른 에너지원 가격 상승세
⊳ 9월1주차 국제유가(WTI)는 배럴당 87.51달러로 전주대비 2.3% 상승, 2주연속 상승하면서 연료탄 등 에너지원 가격상승세 견인하는 것으로 분석
  - 연료탄 일일가격은 주중 톤당 159달러에서 166달러까지 상승하였다가 다시 160달러로 하락함",202023
철광석,"건설부문 계절적 성수기 진입 및 재고량 감소로 상승세
⊳ 건설부문 성수기 진입으로 중국 제강사들의 고로가동률이 상승하는 가운데 중국 주요항구의 철광석 재고량이 감소하면서 철광석 가격상승세 시현
  - 중국 주요항구의 철광석 재고량(9월8일기준)은 115.67백만톤으로 전주대비 2,530천톤 감소함
⊳ 다만, 최근 블룸버그에 따르면 미국과 EU는 중국산 철강재에 대한 관세부과를 검토하는 것으로 전해지면서 수요둔화 우려로 상기 가격상승압력 부분 상쇄",202023
우라늄,"파운드(lb)당 61.04달러, 전주대비 3.6% 상승세 (8주연속)
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤(코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.8월말
전년비(%)
8.5주
9.1주
전주비(%)",202023
페로망간,"낮은 현물 거래상황 지속, 해외 수요 감소에 따른 수출가 하락
⊳ 주요 공급업체들은 높은 광석 원료가격으로 오퍼가를 유지한 반면, 유통업체는 향후 가격 향방을 주시하며 시장 관망
⊳ 중국의 수출가는 해외 수요업체의 수요 감소로 전주 대비 하락",202023
탄산리튬,"공급물량 증가, 수요 부진 속 가격 하락 지속
⊳ 호주 주요 생산업체의 스포듀민 생산량이 늘어남과 동시에 아프리카 짐바브웨, 가나 등 신규 광산 개발 및 증설 계획으로 스포듀민 가격 하락세
⊳ 탄산리튬 수요 업체는 최소분량 및 관망세를 이어간 반면, 다수 생산업체는 판매 이윤 축소 및 생산가 이하 판매도 속출
⊳ 중국 수산화리튬 수출가도 한국 등 저조한 해외 수요 상황으로 하락세 지속",202023
코발트,"7월부터 이어진 가격 하락 이후 중국 내수가 반등
⊳ 중국 코발트 금속가는 9월 초 3개월 중 최저가를 기록하며 저점에 도달했다는 시장 인식에 따라 내수 및 해외 수요 증가로 가격 반등
   * 주원료인 중간산물(수산화코발트) 중국 수입가도 생산업체들의 마진이 최저인 상황으로 가격 유지
⊳ 유럽가는 낮은 거래량속에 주중 소폭 하락, Alloy 등급 제품은 초합금 수요로 가격 방어 전망",202023
희토류,"영구자석용 희토류 가격 상승, 세륨·란탄 가격 하락
⊳ 영구자석 분야의 원료 재고 구매 및 제한된 현물 공급량으로 산화네오디뮴 등 가격 상승
⊳ 산화세륨·란탄은 수요 분야인 연마제, 촉매 산업 수요감소로 가격 하락",202023
동,"중국 경기지표 개선에 따른 상승세
⊳ 중국의 산업생산 지표 개선 및 인민은행의 지급준비율 인하 등 확장적 통화정책에 힘입어 전기동 가격은 전주대비 0.3% 상승세를 나타냄
  - 중국의 8월 산업생산은 전년동월대비 4.5% 증가로 시장전망치를 상회하였으며, 중국 인민은행은 금년 3월이후 처음으로 지급준비율을 25bp 하향함
⊳ 다만, 유가상승 등 인플레이션 지속으로 미연준의 추가 금리인상 우려가 제기되는 가운데 주요 거래소 재고량 증가세로 상기 상승압력이 부분적으로 상쇄
  - 미국의 8월 인플레이션율(CPI)은 전년동월대비 3.7%↑, 전월대비 0.5%p 상승세임
  - 런던금속거래소(LME)의 9월1주차 동 재고량은 118,640톤으로 전주대비 17.5% 증가, 8주연속 증가세임",202023
니켈,"달러화강세 및 재고량 증가세로 하락세
⊳ 달러화강세에 따른 위험자산 기피심리 확산 및 LME 재고량 증가세로 하방압력 발생
  - 9월2주차 미달러인덱스는 104.94로 전주대비 0.17p 상승, 8주연속 상승세로 위험자산 기피심리 확산
⊳ 또한 인도네시아의 8월 니켈선철(NPI) 생산량이 117천톤으로 전년동월대비 18.5% 증가하면서 하방요인으로 작용함",202023
유연탄,"유가상승에 따른 에너지원 가격 상승세
⊳ 9월2주차 국제유가(WTI)는 배럴당 90.77달러로 전주대비 3.7% 상승, 3주연속 상승하면서 연료탄 등 에너지원 가격상승세 견인하는 것으로 분석",202023
철광석,"중국 경기지표 개선 및 철광석 재고량 감소로 상승세
⊳ 중국의 산업생산 경기지표 개선 및 주요항구의 철광석 재고량 감소로 가격상승압력 발생. 또한 중추절 연휴를 앞두고 재고비축 수요 확대로 상승압력 심화
  - 중국 주요항구의 철광석 재고량(9월15일기준)은 115.42백만톤으로 전주대비 25천톤 감소함",202023
우라늄,"파운드(lb)당 63.67달러, 전주대비 3.6% 상승세 (9주연속)
⊳ 니제르 군부 쿠데타 발생 이후 서아프리카경제공동체(ECOWAS)의 경제제재로 프랑스 Orano사는 우라늄 정련플랜트의 조업을 중단하는 등 공급차질로 상승세 지속
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤(코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.8월말
전년비(%)
9.1주
9.2주
전주비(%)",202023
페로망간,"중국 내수·수출가격 유지
⊳ 다수 공급업체들은 현재의 제한된 판매 마진과 중국 제강사의 입찰가 상승을 예상하며 오퍼가를 유지, 수출가도 변동없는 내수가와 해외 수요 약세로 유지",202023
탄산리튬,"공급물량 증가, 수요 부진 속 가격 하락 지속
⊳ 공급 잉여 시장상황이 지속되며 가격 하락 지속, 중국 장시성, 쓰촨성 생산업체들이 9월 중 정비보수를 위해 생산을 중단했으나 가격에 영향 없음
⊳ 중국이 주로 생산하는 수산화리튬 가격은 삼원계 양극재 배터리 수요 저조로 내수·수출가 모두 하락
   * 중국의 1~8월 중 전기차 내 삼원계 배터리 탑재용량은 69.4GWh 규모로 전년대비 5% 상승한 반면, LFP 배터리 탑재용량은 149.6GWh 규모로 전년대비 56% 상승
⊳ 유럽의 중국 전기차 보조금 조사 발표로 향후 중국 전기차 산업 및 광물가격에 어떤 영향이 있을지 주목",202023
코발트,"수요 부진 속 가격 하락, 시장은 가격 저점으로 평가
⊳ 유럽 코발트 금속가는 실수요가 적은 상황이나, 주요 공급업체는 현재 낮은 가격 수준에서 하방이 제한될 것으로 예상
⊳ 시장참여자들은 연말 중국 수요 반등을 전망하며, 유럽가도 상승할 것으로 기대",202023
희토류,"제한된 수요에도 타이트한 공급으로 영구자석용 희토류 가격 상승
⊳ 영구자석 관련 희토류의 수요는 제한적이나, 타이트한 공급시장으로 가격 상승
   * 9.29~10.6일간 중국 연휴를 앞두고 가공업체의 산화물 원료 수요 증가 전망
⊳ 말레이시아 정부가 희토류 원광 수출 금지 계획을 발표했으나, 글로벌 시장 내 적은 생산량으로 시장에 미치는 영향이 제한될 것으로 예상",202023
동,"미국 고(高)금리 장기화 우려 및 중국 부동산 경기부진으로 하락세
⊳ 미국 고금리 장기화 우려에 따른 위험자산 기피확산 및 중국의 부동산 경기부진 지속으로 하방압력이 발생하여 전기동 가격은 전주대비 1.7% 하락세임
  - 중국의 1~8월 부동산투자는 전년동기대비 8.8% 감소, 8월 부동산 개발경기지수도 93.56으로 `16년12월이후 최저치임
⊳ 미연준은 9월 FOMC 정례회의에서 기준금리를 동결하였으나, 내년에도 5%대 금리를 유지할 가능성을 시사하면서 장기 국채금리가 급등하여 하방요인으로 작용
  - 미국의 10년물 국채금리는 4.5%선을 돌파하여 `07년9월이후 16년내 최고치를 경신함
  - 9월3주차 미달러인덱스는 105.04로 전주대비 0.1p 상승, 9주연속 상승세로 위험자산 기피심리 확산
⊳ 또한 주요 거래소의 재고량 증가추세로 상기 하방압력이 심화되는 것으로 분석
  - 런던금속거래소(LME)의 9월3주차 동 재고량은 155,735톤으로 전주대비 11.2% 증가, 10주연속 증가세임",202023
니켈,"미달러화강세 및 재고량 확대로 하락세
⊳ 미연준의 연내 추가 금리인상 우려에 따른 달러강세로 투자수요가 둔화되는 가운데 LME 니켈 재고량 증가세로 하방압력 발생
  - 9월3주차 LME 니켈 재고량은 40,822톤으로 전주대비 5.8% 증가, 4주연속 증가세를 나타냄
⊳ 다만, 인도네시아 정부는 금년말까지 니켈원광의 신규 생산쿼터를 발급하지 않을 것으로 발표하는 등 공급차질 우려는 여전히 지속됨",202023
유연탄,"전주대비 소폭의 가격상승으로 박스권 횡보
⊳ 9월3주차 국제유가(WTI)는 배럴당 90.03달러로 전주대비 0.8% 소폭 하락한 가운데 연료탄 가격은 전주대비 0.2% 소폭 상승하여 톤당 160달러선에서 보합권을 형성",202023
철광석,"중국의 재고비축 수요확대 및 재고량 감소로 상승세
⊳ 중국의 중추절 연휴이전 재고비축 수요 및 주요항구 재고량 감소로 가격상승압력 발생. 다만, 미달러화강세 및 중국 정부의 조강생산 규제 가능성에 따라 상기 상승압력 제한
  - 중국 주요항구의 철광석 재고량(9월3주차기준)은 115.82백만톤으로 전주대비 2.1% 감소함",202023
우라늄,"파운드(lb)당 66.81달러, 전주대비 4.9% 상승세 (10주연속)
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤 (코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.8월말
전년비(%)
9.2주
9.3주
전주비(%)",202023
페로망간,"중국 내수가 상승, 수출가는 유지
⊳ 생산업체의 높은 원료가격과 계약물량 중심 이행으로 인해 제한된 현물 공급량으로 중국 내수가 상승, 반면 해외 수요 약세로 인해 수출가는 유지",202023
탄산리튬,"전방산업 수요 부진속 가격 하락세 지속 전망
⊳ 전기차 판매성장률 둔화가 우려되는 반면, 중국 배터리 생산캐파의 급격한 증설로 공급 잉여 국면 지속 우려 
   * 다수 중국 LFP 및 삼원계 양극재 제조업체는 9월대비 10월 발주량이 감소할 전망이며, 이에 따라 원료 구매 최소화
⊳ 다수 시장참여자들은 단기적인 가격 하락세의 지속을 예상하며, 판매업체는  재고를 줄이고자 판매가 인하
   * 수산화리튬 제조사는 수출가가 내수가 대비 높아 수출 중심으로 판매하고자 하나, 해외 수요도 저조하여  수출가 하락",202023
코발트,"중국 생산량 증가 추세와 제한된 수요
⊳ 금년 중국의 코발트 금속 생산량이 늘어나며 시장 가격 하방에 영향
   * 중국 1~8월 코발트 금속 생산량 약 1만톤 수준으로 전년대비 2배로 증가 추정
⊳ 유럽 시장가는 주중 파운드 당 16.6달러로 유지, 실수요는 제한적이나 낮아진 가격과 생산비용 감안시 추가적 하락은 제한적일 것으로 전망",202023
희토류,"영구자석 수요 살아나지 않는 가운데 광종별 소폭 가격 등락
⊳ 산화디스프로슘은 구매 문의 증가와 타이트한 현물 공급량으로 가격 소폭 상승한 반면, 산화네오디뮴은 구매업체의 구매 이연으로 소폭 가격 하락",202023
동,"미국의 고(高)금리 지속 우려 및 재고량 확대로 하락세
⊳ 미국의 인플레이션 저감을 위한 고금리 정책 지속 우려로 위험자산 기피심리가 확산되는 가운데 중국의 부동산 시장불안으로 전기동 가격은 전주대비 1.4% 하락함
  - 10월3일기준(현지시간) 미국의 10년물 국채금리는 4.798%로 사상최고치인 `07년8월의 4.812%에 근접
  - 9월4주차 미달러인덱스는 105.95로 전주대비 0.91p 상승, 10주연속 상승세를 나타냄
⊳ 또한 주요 거래소의 동 재고량 확대추세로 가격하방압력이 심화되는 것으로 분석
  - 런던금속거래소(LME)의 9월4주차 동 재고량은 166,850톤으로 전주대비 7.1% 증가, 11주연속 증가세임",202023
니켈,"달러화 강세 및 수급긴장 완화로 하락세
⊳ 미연준의 고금리 장기화 우려에 따른 달러화 강세로 투자수요가 둔화되는 가운데 니켈시장의 수급긴장 완화로 가격 하방압력 발생
  - 9월4주차 LME 니켈 재고량은 41,692톤으로 전주대비 2.1% 증가, 5주연속 증가세를 나타냄
  - 국제니켈연구학회(INSG)는 금년 니켈 수급펀더멘털을 인니의 제련 생산능력 확대로 인해 공급과잉(239천톤)이 확대될 것으로 전망함",202023
유연탄,"중국 경기둔화 우려로 소폭 하락세
⊳ 9월4주차 국제유가(WTI)는 배럴당 91.25달러로 전주대비 0.8% 소폭 상승한 가운데 연료탄 가격은 중국 경기둔화 우려로 전주대비 0.6% 하락으로 톤당 160달러선에서 박스권 횡보
  - 최근 연료탄 일일가격은 5거래일 연속 하락하면서 10월3일기준 톤당 150달러선을 하회함",202023
철광석,"미국의 고금리 지속 우려 및 중국 중추절 연휴로 하락세
⊳ 미국의 고금리 지속전망에 따른 달러화 강세 및 중국의 중추절, 국경절 연휴에 따른 수요둔화로 철광석 가격하방압력 발생
⊳ 다만, 중국의 주요 항구 철광석 재고량이 2주연속 감소하여 상기 하방압력을 일부 상쇄하는 것으로 분석
  - 중국 주요항구의 철광석 재고량(9월4주차기준)은 113.37백만톤으로 전주대비 2.1% 감소 (2주연속↓)",202023
우라늄,"파운드(lb)당 69.93달러, 전주대비 4.7% 상승세 (11주연속)
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤 (코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.9월말
전년비(%)
9.3주
9.4주
전주비(%)",202023
페로망간,"낮은 해외 수요속에 중국의 수출가격 유지 
⊳ 주요 중국 생산업체는 제강사로부터의 10월 입찰가를 앞두고 오퍼가를 유지해 내수가격 변동없으며, 수출가도 낮은 해외 수요속에 전주가격 유지",202023
탄산리튬,"전방산업 수요 부진속 가격 하락세 지속
⊳ 중국 국경절 연휴를 앞두고 탄산리튬 구매 수요 부진과 시장의 하락세 지속 전망이어지며 가격 약세
   * 중국 주요 리튬 생산업체 Zhicun Lithium 등의 9월말~10월에 예정된 생산라인 정비기간의 가격 영향 관심
⊳ 수산화리튬은 낮은 생산 이윤 마진으로 하방 폭 제한, 주중 148,500위안/톤 유지
   * 중국의 1~8월 수산화리튬 수출량은 80,973톤으로 전년대비 39% 상승",202023
코발트,"수요 반등으로 인한 단기적 가격 상승세 지속 전망
⊳ 중국 코발트 금속가는 국경절 연휴 전 구매활동 감소로 가격이 유지되었으나, 연휴 후 다수 생산업체가 국가비축 물량 납품에 집중해 가격 상방 전망
⊳ 유럽 시장가는 계절적 비수기인 여름이 지나고 항공, 가스터빈 산업 등 수요가 살아나며 가격 소폭 상승
   * 단, 코발트 시장은 장기적 관점으로 잉여 공급상태가 전망되어 가격 상승에 제한 예상",202023
희토류,"산화디스프로슘 수요 반등에 따른 가격 상승
⊳ 산화디스프로슘에 대한 유통업체 및 가공공장의 구매 수요 증가와 제한된 현물 공급으로 가격 상승
⊳ 산화네오디뮴 등은 연휴를 앞두고 제한된 거래로 가격 소폭 변동",202023
동,"미국의 고(高)금리 지속 우려 및 재고량 확대로 하락세
⊳ 미국의 고금리 장기화 우려로 달러가치 상승세가 지속되면서 위험자산 기피심리가 확산되었고, 주요 거래소의 재고량 확대로 가격 하방압력 발생
  - 10월1주차 미달러인덱스는 106.34로 전주대비 0.39p 상승, 11주연속 상승세를 나타냄
  - 런던금속거래소(LME)의 10월1주차 동 재고량은 169,280톤으로 전주대비 1.5% 증가, 12주연속 증가세임
⊳ 최근 이스라엘과 하마스의 전쟁 발발로 인해 지정학적 리스크 확대에 따른 하방리스크 심화 가능성 제기",202023
니켈,"달러화 강세 및 재고량 확대로 하락세
⊳ 미달러화 강세 및 거래소 재고량 증가에 따른 니켈 수급긴장 완화로 하방압력 발생
  - 10월1주차 LME 니켈 재고량은 42,420톤으로 전주대비 1.7% 증가, 6주연속 증가세를 나타냄
⊳ 다만, 중국 전기차 시장확대에 따른 배터리 수요확대 전망으로 상기 하방압력이 일부 상쇄되는 것으로 분석
  - 중국의 전기차 메이저 BYD社의 9월 신에너지차(NEV) 판매량은 287천대로 전년동월대비 42.8% 증가",202023
유연탄,"유가하락 및 중국 경기부진에 따른 하락세
⊳ 10월1주차 국제유가(WTI)는 배럴당 82.79달러로 전주대비 8.8% 하락하여 에너지원 가격하락을 주도함
⊳ 다만, 최근 이스라엘-하마스간 전쟁에 따른 국제유가 반등으로 향후 가격 하방압력이 상쇄될 가능성이 제기됨
  - 최근 연료탄 일일가격은 하락세 지속으로 주중 톤당 138.85달러까지 하락하였다가 145.85달러로 반등함",202023
철광석,"중국 국경절 연휴 마감에 따른 수요회복 기대로 소폭 상승세
⊳ 중국 부동산 경기부진 우려가 지속되는 가운데 중국의 국경절 연휴 종료에 따른 수요회복 기대로 철광석 가격은 보합세를 나타냄
  - 중국 주거연구센터에 따르면 중국의 주요 20개 도시의 9월 신규 주택거래는 71,463건으로 전년동월대비 14.4% 감소",202023
우라늄,"파운드(lb)당 71.17달러, 전주대비 1.8% 상승세 (12주연속)
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤 (코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.9월말
전년비(%)
9.4주
10.1주
전주비(%)",202023
코발트,"현물 구매수요 증가에 따른 가격 소폭 상승
⊳ 유럽시장 코발트 금속 현물에 대한 수요 증가로 가격 상승
⊳ 향후 단기적 시장가격 방향성에 대해서는 항공 분야의 확고한 수요와 높은 생산원가로 상방을 전망하는 의견과 수산화코발트 원료의 과잉 공급에 따른 하방을 예상하는 의견이 분분함
 ※ 중국 국경절 연휴로 인해 10.1주차 기타 광종 가격 고시 없음",202023
