날짜,광물이름,보고서 내용
202307,코발트,"캐나다 Sherritt International, 유지보수로 2Q 니켈 · 코발트 생산감소"
202307,코발트,"4~6월 同社의 니켈 생산량은 3,268톤으로 전년 동기 3,704톤보다 약 12% 감소, 코발트 생산량 331톤으로 전년 동기 396톤보다 약 16% 감소. 감산의 주원인은 쿠바의 Moa 합작사(JV)에 있는 수소공장에서 돌발 문제가 발생해 원료가 부족했고 이로 인해 2Q에 계획된 정기 유지보수 외에 보수기간이 길어졌기 때문임. 동사는 올해 Moa 합작사에서 니켈 30,000~32,000톤과 코발트 3,100~3,400톤 생산 예상"
202307,코발트,"미국, 상반기 전기차 소재 수입 황산니켈을 제외하고 모두 감소"
202307,코발트,"1~6월 미국의 산화코발트 및 수산화코발트 수입량은 833톤으로 전년 동기 1,065톤보다 감소. 동기간 황산 코발트 수입량은 766톤으로 전년 동기비 76% 감소. 핀란드는 작년 상반기 및 올해 상반기 對美 황산 코발트 최대 공급국이지만 수입량은 작년 상반기 2,140톤에서 올해 588톤으로 감소. 동기간 브라질은 두 번째 공급국으로 작년 상반기 393톤에서 올해 118톤으로 감소"
202307,코발트,Argus의 황산 코발트(최소 20.5%) 가격은 작년 8월 15일 중국 공장도가 U$3.26~3.44/lb에서 올해 8월 14일 U$2.10~2.18/lb로 하락. Argus의 중국산 수산화 코발트 가격은 작년 8월 16일 U$14.0~14.5/lb에서 8월 14일 U$8.1~8.6/lb로 하락
202307,희토류,"중국, 7월 희토류 수출 5개월 연속 증가"
202307,망간,"CFR : 매도인이 지정된 선박에 계약 물품 적재, 목적지까지 운송계약 및 운임을 지불하는 조건"
202307,코발트,"상반기 미국의 리튬이온 배터리 수입량은 1억 5,900만개로 전년 동기 2억 1,700만개 보다 감소. 이 중 최대 공급국인 중국산 수입량은 7,500만개로 전년 동기 1억 2,600만개 보다 감소, 한국산 수입량은 4,500만개로 전년 동기 4,600만개 보다 감소"
202307,망간,"아시아 철강업계, 9월 망간 구매 입찰가 인하"
202307,망간,"남아공 Tshipi 광산, 2Q 망간 광석 생산 증가, 판매 감소"
202307,망간,"同社는 실리코망간(65/17) 합금 23,300톤의 8월 납품 입찰가를 배송료 포함 인수어음 6,900위안/톤(U$959/t)으로 전월비 200위안/톤 인상. 이는 가동률 축소로 인한 실리코망간 현물의 공급부족과 광석·코크스 원료의 생산비 상승 때문임"
202307,희토류,"1~7월 수출량은 31,661톤으로 전년비 6% 증가, 평균 수출가는 U$16,016/t으로 25% 하락. 중국의 채굴 쿼터(할당량) 상향, 광석의 수입 증가로 희토류 산화물 및 금속의 현물 공급량이 증가한 반면 자석 제조업계의 수요가 계속 저조함에 따라 현물가격은 하락 전망"
202307,망간,"호주 금속 생산업체 South32, 美 비금속(base metal) 프로젝트 추진"
202307,망간,"同社는 미국 애리조나주 Clark 망간 광상에서 고순도 황산망간 일수화물(HPMSM) 시범 생산에 착수했으며 향후 북미 시장에 최대 185,000톤/연을 공급계획. 또한 같은 애리조나주 Taylor 아연&납 광상 자원량을 1억 5,300만톤(3.35% 아연, 3.8% 납 및 77g/t 은)으로 상향. 이 Taylor 채광 프로젝트는 광석 430만톤/연을 처리하는 지하 광산으로 올해 말까지 타당성 조사 완료 예정"
202307,망간,고순도 황산망간 일수화물(HPMSM) : high&purity manganese sulphate monohydrate
202307,망간,회계연도 2022년~23년 동사의 망간광석 생산량은 사상 최대인 565만톤으로 전년비 4% 증가. 그중 호주산 생산량은 354만톤이고 평균 실현 가격(realized price)은 $4.59/dmtu로 전년도 $5.29/dmtu보다 하락. 남아공산 생산량은 111만톤이고 평균 실현 가격은 $3.58/dmtu로 전년도 $3.92/dmtu보다 하락
202307,망간,"중국, 1~6월 망간 광석 수입 전년비 9% 증가"
202307,망간,"2Q에 중국 합금공장의 재고 감소로 인한 재고 보충 수요 증가 등으로 중국의 1~6월 망간 광석 수입량은 1,538만톤으로 전년비 9% 증가, 평균 수입가는 167불/톤으로 10% 하락"
202307,망간,"6월 수입량은 251만톤으로 전월비 0.4%, 전년 동월비 6% 증가. 6월 평균 수입가는 173불/톤으로 전월 170불/톤보다 상승, 전년 동월 214불/톤보다 하락"
202307,망간,"중국, 6월 망간금속 수출 전년비 22% 감소"
202307,망간,"네덜란드와 일본에서 충분한 재고를 보유함에 따라 6월 중국의 망간금속 수출량은 미가공(unwrought) 금속 24,847톤 및 가공(wrought) 금속 1,510톤을 포함한 26,357톤으로 전년 동월의 33,939톤(미가공 30,751톤 및 가공 3,188톤)보다 22% 감소"
202307,망간,"1~6월 수출량은 미가공 금속 168,014톤 및 가공 금속 23,571톤 포함 191,585톤으로 전년도 205,092톤(미가공 179,032톤 및 가공 26,060톤)보다 6.6% 감소"
202307,망간,"스테인리스 스틸 업계의 수요감소 등으로 6월 수출시장은 하락세. 6월 30일 망간 편(片, flake)(99.7%) 수출가는 U$1,990~2,040/t(FOB)으로 6월 1일보다 U$110/t 하락"
202307,희토류,"해외에서 재고 보충 수요가 증가함에 따라 중국의 희토류 수출이 5개월 연속 증가세를 보이며 7월 수출량은 전년비 49%, 전월비 8% 증가한 5,425톤으로 2020년 3월 5,551톤 이후 3년래 최고치를 기록함. 이는 올해 2월 수출량이 2020년 11월의 2,611톤 이후 최저치인 2,756톤으로 급감하자 중국산에 대한 수요가 증가했기 때문임. 7월 평균 수출가는 U$10,101/t으로 전월 U$10,523/t, 전년 동월 U$25,752/t보다 하락"
202307,망간,"4~6월 동광산의 망간 광석 생산량은 921,488톤으로 전분기 844,375톤보다 증가. 판매량은 812,166톤으로 전분기 945,154톤보다 감소해 지난 1년 분기 중 최저 실적. 2Q 판매 부진 원인은 수요 약세, 중국의 망간 광석 및 합금의 재고량이 충분한 것에 기인함"
202307,망간,"Songtao Sanhe사 8월 초에 50~60톤/일의 망간 편 생산 재개. 그 외 Tongren Hecheng사는 7월 중순에 30톤/일의 망간 편, Zunyi Tianci 7월 초 40~50톤/일, Hubei Letong 7월 중순 30톤/일의 생산 재개 등 6월부터 중국 망간 산업연합이 추진한 40일 감산에 동참했던 중국 망간 생산업체 대부분이 7~8월 초에 생산을 재개했음"
202307,망간,"세계 망간 합금 생산 중심국인 중국에서 망간 광석·금속 가격은 하락세. Argus 망간 럼프(lump)(최소 95%) 가격은 작년 12월 12일부터 하락해 올해 7월 31일 평균가는 공장도가 13,850위안/톤으로 7월 17일 14,850위안/톤, 12월 12일 16,800위안/톤보다 하락. 망간 편도 작년 12월 중순부터 대폭 하락. 7월 31일 Argus 망간 편(99.7%) 평균가는 공장도가 13,350위안/톤으로 5월 24일 15,050위안/톤, 12월 12일 16,300위안/톤보다 낮음"
202307,망간,"중국 국영 철강업체 HBIS, 8월 실리코망간(SiMn) 구매 입찰가 인상"
202307,망간,"同社는 광석 생산량 증가로 인해 회계연도 2023년 4월~2024년 3월, 자사의 망간 광석 연간 생산량이 전년도보다 30% 증가 전망. 4~6월 분기 생산량은 436,000톤으로 전년비 26% 증가, 판매량은 396,000톤으로 전년 동기의 284,000톤보다 증가. 동사는 인도 망간 광석 수요의 약 17%를 공급하고 있음"
202307,망간,"인도 국영 MOIL, 올해 망간 전년비 30% 증산 전망"
202307,망간,MOIL(Manganese Ore India) : 인도의 국영 망간 생산업체. 同社의 판매가격은 인도 전역에서 기준가격으로 활용됨
202307,망간,"중국 망간 생산업계, 생산 재개"
202307,망간,mtu : metric tonne unit. 1mtu = 10kg
202307,망간,"호주 South32는 호주産 망간 괴광(lumpy ore)(43.5%) 수출가를 U$4.50/mtu(CIF 중국)로 전월비 U$0.10/mtu 인하, 남아공産 망간 괴광(37.5%) U$3.65/mtu(CIF 중국)로 전월비 U$0.05/mtu 인하. 프랑스 Eramet Comilog도 對中 가봉産 망간 괴광(45%) 수출가를 U$4.30/mtu(CIF 중국)로 전월비 U$0.2/mtu 인하. 8월 3일 Argus 호주산 괴광(44~46%) 현물 종가는 8월 1일부터 39.0~40.0위안/mtu(U$5.42~5.56/mtu)로 유지"
202307,망간,중국 합금공장에서 재고 보충 수요 약세와 광석 원료의 수입 가격이 상대적으로 높았기 때문에 글로벌 망간 기업들은 판촉을 위해 9월 납품 對中 망간 광석의 수출가격을 인하함
202307,망간,"글로벌 망간기업, 9월 망간광석 對中 수출가 인하"
202306,마그네슘,"1~5월 중국의 마그네슘 금속 수출량은 83,353톤으로 전년 동기비 28% 감소. 이는 세계 경기둔화, 에너지 가격상승 및 중국 가격의 큰 변동성으로 인해 해외 수요가 부진했기 때문임. 5월 수출량은 16,509톤으로 전년 동월비 29% 감소"
202306,마그네슘,"중국 최대 마그네슘 생산거점인 Yulin시의 1~5월 마그네슘 금속 생산량은 230,800톤으로 전년비 2.3% 증가. 이는 Yulin시 Fugu현의 마그네슘 금속 생산업계가 5월 75,000톤/년 미만의 세미&코크스 용량 폐쇄에 대비하여 재고 비축을 위해 4월 가동률을 높였기 때문임. 5월 생산량은 44,200톤으로 전년 동월비 4.7%, 전월비 8.5% 감소"
202306,마그네슘,"중국 Shaanxi성 Yulin시, 1~5월 마그네슘 금속 전년비 2.3% 증산"
202306,마그네슘,"동기간 중국의 마그네슘 분말 수출량은 28,652톤으로 전년 동기비 4.9% 감소. 5월 수출량은 6,393톤으로 전년 동월비 3.8% 증가"
202306,마그네슘,"1~5월 중국의 마그네슘 합금 수출량은 46,173톤으로 전년 동기비 26% 감소. 이는 5월 수출량이 7,474톤으로 전년 동월비 42.8% 감소했기 때문임"
202306,마그네슘,"Fugu현의 세미&코크스 용광로 폐쇄를 앞두고 4월에 생산업체가 가격을 인상함에 따라 4월 14일 Argus의 마그네슘 금속(99.9%) 가격은 공장도가 28,000~29,000위안/톤($3,889~4,028/t)으로 4월 4일 공장도가 20,300~20,600위안/톤보다 상승. 용광로 폐쇄로 인한 감산에도 수요 약세로 이후 5월 31일 공장도가 21,000~21,500위안/톤까지 급락. 6월에도 하락세로 8일과 19일 두 번 공장도가 20,000~20,500위안/톤으로 바닥을 침"
202306,마그네슘,"同社는 Anhui성 Chizhou시에 설계용량이 마그네슘 합금판(sheet) 9백만개/년의 마그네슘 합금 공장을 건설 중으로 내년 완공 및 2025년 생산착수. 동사는 중국 최대의 마그네슘 합금 생산업체 Nanjing Yunhai Special Metals, 중국 최대 자동차 강판 생산업체 Baosteel Metal 및 Qingyang County Construction Investment의 합작투자사임"
202306,마그네슘,"중국, 1~5월 마그네슘 수출현황"
202306,마그네슘,"4월 중국의 마그네슘 금속 생산량은 82,100톤으로 전년비 2.38% 감소, 전월비 30.73% 증가. 증산이유는 Shaanxi성 Fugu현 마그네슘 금속 생산업체들이 6월 말까지 75,000톤/년 미만의 사내 세미&코크스(semi&coke) 용광로를 폐쇄해야 하므로 이에 대비하여 미리 재고를 비축하기 위해 4월에 증산했기 때문임"
202306,마그네슘,"마그네슘 생산업계가 손실로 인해 가동률을 축소함에 따라 1~4월 중국의 마그네슘 금속 생산량은 285,300톤으로 전년 동기비 11.1% 감소. 중국 최대 마그네슘 생산거점인 Shaanxi성의 생산량은 186,900톤으로 전년비 7.25% 감소, Shanxi성 58,600톤으로 14.58% 감소, 내몽골 11,200톤으로 29.11% 감소, Xinjiang 7,300톤으로 18.89% 감소"
202306,마그네슘,"중국, 1~4월 마그네슘 전년비 11.1% 감산"
202306,마그네슘,"중국 시장, 6월 마그네슘 가격 추이"
202306,마그네슘,"중국 Anhui Baomei Light Alloy, 마그네슘 합금 공장 추진"
202306,안티모니,"러&우크라이나 분쟁, 불안정한 美中 관계, 경기 불안, 인플레이션 등으로 미국, 유럽 및 아시아에서 구매량이 감소하면서 5월 중국의 안티모니 금속 수출량은 389톤으로 전년 동월 1,156톤보다 감소, 전월 341톤보다 소폭 증가. 동월 삼산화안티모니 수출량은 2,583톤으로 전월 2,627톤, 전년 동월 4,283톤보다 감소. 1~5월 중국의 안티모니 금속 수출량은 2,067톤으로 전년비 69% 감소, 삼산화안티모니 수출량 14,089톤으로 27% 감소"
202306,마그네슘,"세계 시장, 6월 마그네슘 가격 추이"
202306,마그네슘,"마그네슘 잉곳(Ingot, 99.95% min) : 월초시세는 25,000~25,500위안/톤(U$3,472~3,541/t)EXW D/P로 전월 말 가격 유지. 이후 계속되는 마그네슘 잉곳( 99.9% min) 가격의 하락세 및 다운스트림인 티타늄 스펀지 생산업계의 수요둔화로 월 후반 시세는 22,000~22,500위안/톤(U$3,055~3,125/t) EXW D/P까지 하락"
202306,마그네슘,"마그네슘 분말(powder) : 월초시세는 25,000~25,500위안/톤(U$3,472~3,541/t) EXW D/P로 전월 말 대비 1,500위안/톤 상승. 이후 다운스트림인 제철소 및 화학공장에서 수요둔화, 마그네슘 잉곳 가격 하락세로 6월 20일까지 22,400~22,900위안/톤(U$3,111~3,180/t) EXW D/P까지 하락. 이후 월말 시세는 잉곳가 하락세 및 계속되는 거래 감소로 22,000~22,500위안/톤(U$3,055~3,125/t) EXW D/P까지 하락"
202306,마그네슘,"마그네슘 합금(Alloy) : 월초시세는 24,000~24,500위안/톤(U$3,333~3,402/t) EXW D/P까지 전월 말 가격 유지. 이후 수요둔화 및 공급업체의 판매 경쟁으로 6월 21일까지 22,200~22,700위안/톤(U$3,083~3,152/t) EXW D/P까지 하락. 이후 마그네슘 잉곳가 반등으로 잠시 22,700~23,200위안/톤(U$3,152~3,222/t) EXW D/P까지 상승했다가 거래 감소 및 잉곳가 하락세로 월말에는 22,500~23,000위안/톤(U$3,125~3,194/t) EXW D/P까지 하락"
202306,마그네슘,"마그네슘 잉곳 수출시장 : 월초 시세는 U$3,230~3,280/t(FOB 중국) 및 U$3,140~3,190/t(Ex&Vat FOB 중국)으로 전월 말 대비 U$10/t 상승. 이후 외국 수요 약세 및 미달러 강세로 6월 20일까지 U$2,920~2,970/t(FOB 중국) 및 U$2,850~2,900/t(Ex&Vat FOB 중국)까지 하락. 이후 내수가 상승으로 U$3,020~3,070/t(FOB 중국) 및 U$2,950~3,000/t(Ex&Vat FOB 중국)까지 상승했다가 구매자들의 관망세로 월말에는 U$2,980~3,030/t(FOB 중국) 및 U$2,900~2,950/t(Ex&Vat FOB 중국)까지 하락"
202306,마그네슘,"마그네슘 분말 수출시장 : 월초시세는 U$3,330~3,380/t(FOB 중국). 이후 내수가 하락 및 계속되는 거래 감소로 월말에는 U$3,080~3,130/t(FOB 중국)까지 하락"
202306,마그네슘,"유럽 마그네슘 잉곳 시장(로테르담) : 중국 시장의 하락세, 유럽 시장에서 저조한 거래로 월말 시세는 U$3,150~3,250/t까지 전월 말 대비 U$250/t 하락. 6월 유럽 시장은 암울한 경기와 유럽 바이어들 사이의 비관적인 시장심리 때문에 관망세가 짙고 시장거래는 둔화됨"
202306,마그네슘,인도 마그네슘 잉곳 시장 : 인도 시장은 하락세를 보이며 월말 시세는 290~295루피/kg까지 전월 말 대비 7루피/kg 하락
202306,마그네슘,러시아 마그네슘 잉곳 시장 : 중국 시장의 하락세로 월말에는 294~304루블/kg까지 전월 말 대비 6루블/kg 하락
202306,안티모니,"중국, 5월 안티모니 정광 수입 전월비 20.6% 감소"
202306,안티모니,"5월 안티모니 정광 수입량은 2,522톤으로 전월 3,180톤보다 감소, 전년 동월 2,307톤보다 증가. 1~5월 누적 수입량은 17,144톤으로 코로나19로 교역이 중단되었던 2022년 동기보다 73% 증가. 그러나 팬데믹 이전인 2021년 1~5월의 17,822톤, 2020년 동기 21,929톤보다는 감소 추세로 이는 세계 안티모니 정광의 자원량이 감소했음을 나타냄"
202306,안티모니,중국은 오랜 기간 채굴로 인해 안티모니 자원이 고갈 수준으로 수입에 의존해 왔으나 동시에 세계 자원량도 감소하고 있어 중국의 수입량도 감소 추세. 5월 중국 제련소의 가동률은 20~30%로 3년 전 50~60%에서 감소함. 5월 중국 제련소의 가동률은 전월보다 높아졌으나 정광 수입이 감소함이 따라 사용할 정광이 부족했음
202306,안티모니,"중국, 5월 안티모니 수출감소"
202306,인듐,유럽(Rotterdam)시장 : 인듐잉곳(99.995%min) 6월 시세는 전월 말 시세인 215~220/kg에서 보합. 다운스트림 업계의 수요 약세로 시장거래는 부진했음
202306,인듐,미국시장 : 인듐잉곳(99.995%min) 6월 시세는 전월 말 시세인 배송료 포함 U$220~225/kg에서 정체됨. 공급업체 대부분은 판매가격을 고수했음
202306,텅스텐,"중국의 텅스텐 시장은 올해 5~6월에 소폭 상승하여 6월 6일에 5년래 최고가 경신. 철망간중석 정광(65%) 가격은 5월 25일과 6월 6일에 각각 500위안/톤 상승한 후 6월 8~15일 공장도가 120,500~121,500위안/톤에서 보합. 동기간 APT(88.5%) 가격도 5월 25일과 6월 6일에 각각 500위안/톤 상승한 후 공장도가 180,500~181,500위안/톤으로 안정세. 고품위 광산 자원의 고갈 및 생산비 상승으로 정광 공급업계는 가격 인하 의사가 없으나 다운스트림 업계는 필요한 만큼만 구매하기 때문에 추가 가격상승 여지는 적어 보임"
202306,인듐,"세계 시장, 6월 인듐 가격 추이"
202306,텅스텐,"중단되었던 영국 Devon의 Hemerdon 텅스텐·주석 광산이 곧 재개함. 同社는 同광산을 2019년 300만 파운드에 매입한 후 원래 2021년 재개할 계획이었으나 핵심 원료 가격 급등, 러&우크라이나전 발발로 계획이 지연됨. 동광산은 세계 세 번째 규모의 텅스텐 광상으로 0.18% 텅스텐 및 0.03% 주석 약 6,330만톤, 기타 상업용 골재 3,740만톤이 매장됨. 1월 타당성 조사에 의하면 연평균 생산량은 삼산화텅스텐 정광 2,900톤, 주석 정광 310톤"
202306,안티모니,"중국, 1~5월 안티모니 금속 전년비 18% 감산"
202306,티타늄,"금홍석급(rutile) 이산화티타늄(93%min) : 제한된 주문에 대한 공급업체간 경쟁으로 월말 시세는 14,900~15,400위안/톤(EXW)까지 전월 말 대비 600위안/톤(U$83/t) 하락"
202306,티타늄,"아나타제형(anatase) 이산화티타늄(98%min) : 공급업체간 판촉 경쟁으로 월말 시세는 12,900~13,400위안/톤(EXW)로 월초 대비 800위안/톤(U$110/t) 하락"
202306,티타늄,"페로티타늄(30%) : 제한된 주문에 대한 공급업체 경쟁으로 월말 시세는 12,000~12,300위안/톤(U$1,661~1,702/t)(25~basis EXW)까지 전월 말 대비 400위안/톤 하락"
202306,티타늄,"페로티타늄(70%) : 소비자 대부분이 구매를 보류함에 따라 월말 시세는 30,600~31,600위안/톤(U$4,235~4,373/t)(EXW)까지 전월 말 대비 400위안/톤(U$55/t) 하락"
202306,티타늄,"세계 시장, 6월 티타늄 가격 추이"
202306,티타늄,인도 : 티타늄 스크랩(scrap) 가격하락으로 인도 항구에서 페로티타늄(70%) 월말 시세는 360~365루피/kg까지 전월 말 대비 20루피/kg 하락. 수요 약세로 페로티타늄(30%) 월말 시세는 225~230루피/kg(EXW 인도)까지 전월 말 대비 20루피/kg 하락
202306,티타늄,러시아 : 수요 약세로 페로티타늄(70%) 시세는 월말 시세는 340~345루블/kg(EXW)까지 전월 말 대비 20루블/kg 하락. 내수가 하락으로 페로티타늄(70%) 수출시장의 월말 수출가격은 U$7.0~7.1/kg(FOB 러시아)까지 전월 말 대비 U$0.4/kg 하락
202306,티타늄,유럽(Rotterdam) : 계속되는 수요 약세로 페로티타늄(70%) 월말 시세는 U$7.1~7.3/kg까지 전월 말 대비 U$0.4/kg 하락
202306,티타늄,미국 : 페로티타늄(70%) 월말 시세는 U$8.7~8.9/kg(D.D.P.)로 전월비 U$0.4/kg 하락
202306,티타늄,"D.D.P(Delivered Duty Paid, 매도인 관세지급 인도조건) : 매도인(수출업자)이 계약물품을 수입자가 지정한 장소까지 인도하는 조건으로 관세, 통관료, 운임, 보험료 등의 비용을 부담하는 조건"
202306,텅스텐,"영국 채광회사 Tungsten West, Hemerdon 광산 곧 생산 재개"
202306,텅스텐,"중국 Xianglu, 6월 텅스텐 구매 입찰가 인상"
202306,인듐,"중국 수출시장 : 월 전반의 인듐잉곳(Ingot, 99.995% min) 시세는 U$198~203/kg(FOB 중국)로 전월 말 대비 U$4/kg 하락했다가 월 후반에 U$210~215/kg(FOB 중국)로 상승"
202306,텅스텐,"同社는 6월 APT(88.5%) 입찰가를 181,000위안/톤, 철망간중석 정광(55%) 119,000위안/톤으로 각각 전월비 1,500위안/톤($211/t) 인상. 이는 현물가 수준으로 인상한 것이기 때문에 시장은 계속 안정세를 유지할 것이라는 전망이 우세함. 동사는 정광부터 초경합금(cemented carbide)까지 통합 텅스텐 생산망을 운영하는 업체임"
202306,텅스텐,"호주 유일 1차 텅스텐 생산기업 EQ Resources(EQR), Carbine 광산 발파 착수"
202306,텅스텐,同社는 호주 Queensland의 Carbine 광산에서 운영을 재개하고 발파공(blast hole) 시추에 착수했으며 이 작업은 1년 동안 계속됨. 텅스텐이 핵심 광물로서 중요성이 커져가고 있는 상황에서 이 광산은 호주가 중국의 대안이 될 가능성을 시사하고 있음
202306,텅스텐,"세계 텅스텐 시장 규모는 2020년 96,000톤 미만에서 2026년까지 115,000톤 이상으로 성장할 것으로 보이며 이 중 중국은 최소 67,000톤을 차지할 것으로 보임"
202306,텅스텐,"중국, 1~5월 텅스텐 수출현황"
202306,텅스텐,"유럽·아시아에서 수요감소 및 세계 경제 불확실성으로 인한 구매 감소로 1~5월 텅스텐 제품 수출량은 금속 환산 총 8,713톤으로 전년비 21% 감소. 5월 수출량은 1,810톤으로 전년비 18% 감소. 올해 4월 수출량은 1,898톤, 3월 1,891톤, 2월 1,563톤, 1월 1,551톤"
202306,텅스텐,"1~5월 APT 수출량은 548톤으로 전년 동기 1,140톤보다 52% 감소, 삼산화 텅스텐 수출량 2,243톤으로 45% 감소, 텅스텐 카바이드(carbide) 2,052톤으로 14% 감소. 동기간 텅스텐 분말 수출량은 1,138톤으로 전년비 44% 증가"
202306,텅스텐,"APT(ammonium paratungstate) : 암모늄과 텅스텐의 백색 결정질 염으로 삼산화텅스텐, 텅스텐 분말, 텅스텐 카바이드 및 경금속 등 텅스텐 제품들의 전구체, 중간 소재"
202306,텅스텐,"동기간 페로텅스텐 수출량은 909톤으로 39% 감소. 5월 수출량은 297톤으로 전월 228톤, 전년 동월 212톤보다 증가. 해외에서 필요량만큼만 구매함에 따라 6월에도 페로텅스텐 수요는 회복될 조짐이 보이지 않음"
202306,텅스텐,미화 대비 위안화 약세 해외 수요 약세 등으로 6월 27일 APT 수출가는 $315~325/mtu로 일주일 전보다 $5/mtu 하락
202306,인듐,"중국 시장, 6월 인듐 가격 추이"
202306,인듐,"인듐잉곳(Ingot, 99.995% min) : 천연 인듐(99%min)의 가격상승으로 월말 시세는 1,550~1,600위안/kg(U$215~222/kg)(EXW D/P)로 전월 말 대비 120위안/kg 상승"
202306,안티모니,"Argus의 안티모니 금속(99.65%) 수출가는 6월 15일 $12,500~12,800/t(FOB)에서 6월 20일 $12,300~12,500/t(FOB)로 하락. 동기간 삼산화안티모니(99.8%) 수출가는 $10,500~10,600/t(FOB)에서 $10,300~10,400/t(FOB)로 하락. 미화 대비 위안화 약세 및 내수가 하락으로 수출가는 하락했지만 해외 수요는 회복될 조짐이 보이지 않고 있음"
202306,티타늄,판즈화(Panzhihua) : 중국 Sichuan성 신흥 광공업(廣工業) 도시
202306,안티모니,"정광의 공급부족으로 1~5월 중국의 안티모니 금속 생산량은 25,398톤으로 전년비 18% 감소. 동기간 광석 수입의 증가로 안티모니 정광 생산량은 34,918톤으로 14% 증가. 금속 공급부족 및 난연제 업계의 수요 약세로 삼산화안티모니 생산량은 39,420톤으로 14% 감소"
202306,몰리브덴,페로몰리브덴(65%min) 유럽(로테르담) : 현물시장에서 문의가 감소하면서 시장심리도 하락세. 월말 가격은 U$52.0~52.5/kg로 전월 말 대비 U$1.5/kg 하락
202306,몰리브덴,중국을 뺀 모든 생산국의 감산으로 1Q 세계 몰리브덴 생산량은 전분기 152백만 파운드에서 146.8백만 파운드로 감소. 세계 소비량은 157.4백만 파운드에서 144백만 파운드로 감소
202306,몰리브덴,"세계 최대 몰리브덴 생산국인 중국 생산량은 67.2백만 파운드로 3% 증가. 반면, 세계 2위 생산지 남미 생산량은 41.2백만 파운드로 약 7% 감소, 북미 27백만 파운드로 11% 감소"
202306,몰리브덴,"원가 상승으로 인한 구매량 감소로 중국 소비량은 56.1백만 파운드로 19% 감소했지만 중국은 여전히 세계 최대 소비국. 유럽 소비량은 33.2백만 파운드로 5% 증가, 미국 15.7백만 파운드로 1% 증가, 일본 12.9백만 파운드로 2% 증가, CIS 5백만 파운드로 11% 증가"
202306,몰리브덴,"1Q 몰리브덴 가격은 세계적으로 급등했고 구매량 감소로 이어짐. 유럽 페로몰리브덴 합금(65~70%) 평균 가격은 약 $82.88/kg(로테르담, 관세 포함)로 10년 평균가 $26.76/kg보다 훨씬 높았음. 중국의 합금(60%) 평균 내수가는 공장도가 315,212위안/톤($43,494/t)으로 10년 평균가 108,098위안/톤보다 훨씬 높았음. 유럽의 상승세는 2월 초에 사상 최고가인 $102~104/kg에 도달할 때까지 공급부족으로 매우 가파르게 상승. 이 추세로 중국의 2월 합금 구매량은 3,000톤으로 월평균 10,000톤에 훨씬 못미침. 이후 공급부족이 완화되어 2Q 유럽 평균 가격은 약 $52.30/kg, 중국 평균 내수가는 약 228,602위안/톤으로 안정됨"
202306,몰리브덴,"중국 시장, 6월 몰리브덴 가격 추이"
202306,몰리브덴,"몰리브덴 정광(45%min) : 수요 회복 및 시장심리 상승으로 월말 시세는 3,800~3,820위안/mtu(EXW D/P)로 전월 말 대비 120위안/mtu 상승"
202306,몰리브덴,mtu : metric tonne unit. 1mtu = 10kg
202306,몰리브덴,"산화몰리브덴(50%min) : 수요 회복 및 원자재 가격상승으로 시장심리는 크게 상승하며 월말 시세는 3,910~3,930위안/mtu(EXW D/P)로 전월 말 대비 110위안/mtu 상승"
202306,몰리브덴,"페로몰리브덴(60%min) : 수요 회복으로 시장에 대한 심리는 계속 긍정적으로 유지되고 월말 시세는 248,000~250,000위안/톤(EXW D/P)로 전월 말 대비 8,000위안/톤 상승"
202306,몰리브덴,산화몰리브덴(57%min) 중국 수입시장 : 계속되는 내수가 상승세로 월말 산화몰리브덴(57%min) 수입가는 U$21.5~21.7/lb(CIF 중국)로 전월 말 대비 U$0.8/lb 상승
202306,몰리브덴,"세계 시장, 6월 몰리브덴 가격 추이"
202306,몰리브덴,산화몰리브덴(57%min) 유럽(로테르담) : 현물시장에서 구매 문의가 활발해지면서 시장심리도 상승세. 월말 가격은 U$21.9~22.2/lb로 전월 말 대비 U$0.7/lb 상승
202306,몰리브덴,산화몰리브덴(57%min) 한국 : 현물시장에서 문의가 활발함에 따라 한국 시장심리도 크게 상승세. 한국 항구에서 월말 가격은 U$21.5~21.7/lb로 전월 말 대비 U$0.5/lb 상승
202306,몰리브덴,1Q 세계 몰리브덴 생산량 · 소비량 감소(출처 : 세계 몰리브덴협회)
202306,몰리브덴,페로몰리브덴(60%min) 한국 : 충분한 공급량 때문에 한국 시장심리도 점차 약세. 부산항에서 월말 가격은 U$51.5~52.0/kg로 전월 말 대비 U$1.5/kg 하락
202306,몰리브덴,"페로몰리브덴(60%min) 러시아 : 현물시장에서 문의가 감소하며 시장심리도 서서히 하락세. 월말 시세는 RUB 2,040~2,070/kg로 전월 말 대비 RUB 50/kg 하락"
202306,몰리브덴,산화몰리브덴(57%min) 인도 : 원자재 가격상승으로 페로몰리브덴 시장심리는 서서히 상승세. 월말 가격은 U$21.6~21.8/lb로 전월 말 대비 U$0.6/lb 상승
202306,몰리브덴,"페로몰리브덴(60%min) 인도 : 수요감소로 월말 가격은 INR 2,640~2,660/kg(delivered D/P)로 전월 말 대비 INR 40/kg 하락"
202306,몰리브덴,페로몰리브덴(65%min) 미국(피츠버그) : 국제 시장 가격하락으로 미국 페로몰리브덴 시장의 월말 가격은 U$53.0~53.5/kg로 전월 말 대비 U$1.5/kg 하락
